
Big Board speller
Rank
	
Name
	
Time
	
Load
	
Check
	
Size
	
Unload
	
Memory
	
Heap
	
Stack
677	wrufusii 	7.573 s	0.966 s	6.228 s	0.000 s	0.380 s	8.0 MB	8.0 MB	3.0 kB
678	radioactive-raptor 	7.574 s	1.347 s	5.845 s	0.000 s	0.382 s	8.0 MB	8.0 MB	3.0 kB
679	BinaryHappy 	7.574 s	1.319 s	5.864 s	0.000 s	0.391 s	9.4 MB	9.4 MB	1.1 kB
680	sethm522 	7.575 s	1.066 s	6.127 s	0.000 s	0.382 s	8.0 MB	8.0 MB	3.0 kB
681	BawanHoshyar 	7.575 s	0.842 s	6.350 s	0.000 s	0.382 s	8.0 MB	8.0 MB	3.0 kB
682	jvbcoutinho 	7.575 s	1.383 s	5.832 s	0.000 s	0.360 s	8.0 MB	8.0 MB	3.0 kB
683	lvolcov 	7.576 s	0.897 s	6.272 s	0.000 s	0.407 s	8.0 MB	8.0 MB	3.0 kB
684	sharkree 	7.576 s	1.212 s	5.976 s	0.000 s	0.389 s	8.0 MB	8.0 MB	3.0 kB
685	bgicyfire 	7.576 s	1.180 s	6.008 s	0.000 s	0.388 s	8.0 MB	8.0 MB	3.0 kB
686	Mintage 	7.577 s	0.764 s	6.432 s	0.000 s	0.381 s	8.0 MB	8.0 MB	3.0 kB
687	akshatverma08 	7.577 s	1.133 s	6.054 s	0.000 s	0.390 s	8.0 MB	8.0 MB	3.0 kB
688	dreyses11 	7.578 s	0.905 s	6.155 s	0.163 s	0.355 s	8.0 MB	8.0 MB	1.0 kB
689	StudiousSabbatatian 	7.578 s	1.208 s	5.995 s	0.000 s	0.375 s	8.0 MB	8.0 MB	3.0 kB
690	cyber-rose 	7.578 s	0.879 s	6.283 s	0.000 s	0.417 s	8.0 MB	8.0 MB	2.9 kB
691	suryanarayanan-v 	7.578 s	1.387 s	5.739 s	0.000 s	0.453 s	8.0 MB	8.0 MB	3.0 kB
692	shaakirag 	7.581 s	1.406 s	5.787 s	0.000 s	0.387 s	8.0 MB	8.0 MB	3.0 kB
693	Lenstime 	7.582 s	1.406 s	5.787 s	0.000 s	0.388 s	8.0 MB	8.0 MB	1.1 kB
694	wesleyaw 	7.582 s	0.990 s	6.227 s	0.000 s	0.364 s	8.0 MB	8.0 MB	3.0 kB
695	grisha0000 	7.582 s	0.876 s	6.330 s	0.000 s	0.376 s	8.0 MB	8.0 MB	3.0 kB
696	bniedzwiecki 	7.582 s	1.190 s	6.016 s	0.000 s	0.376 s	8.0 MB	8.0 MB	2.9 kB
697	jfiges 	7.583 s	1.427 s	5.813 s	0.000 s	0.342 s	8.0 MB	8.0 MB	3.0 kB
698	victorordaz 	7.583 s	1.092 s	6.118 s	0.000 s	0.373 s	8.0 MB	8.0 MB	3.0 kB
699	JonIngram 	7.584 s	0.871 s	6.301 s	0.000 s	0.411 s	9.1 MB	9.1 MB	1.0 kB
700	Grantula-the-tarantula 	7.585 s	1.061 s	6.145 s	0.000 s	0.379 s	8.0 MB	8.0 MB	3.0 kB
701	fabiofnm 	7.585 s	1.047 s	6.142 s	0.000 s	0.396 s	8.0 MB	8.0 MB	2.9 kB
702	ricthornton 	7.586 s	0.757 s	6.756 s	0.002 s	0.071 s	3.8 MB	3.8 MB	3.0 kB
703	adizcode 	7.587 s	0.926 s	6.266 s	0.000 s	0.395 s	8.0 MB	8.0 MB	2.9 kB
704	whatever569 	7.588 s	1.334 s	5.885 s	0.000 s	0.369 s	8.0 MB	8.0 MB	3.0 kB
705	mlths 	7.588 s	0.836 s	6.342 s	0.000 s	0.411 s	8.0 MB	8.0 MB	2.9 kB
706	M3AT58 	7.588 s	1.255 s	5.939 s	0.000 s	0.394 s	8.0 MB	8.0 MB	2.9 kB
707	Carmen-HarvardCS50x 	7.589 s	0.956 s	6.275 s	0.000 s	0.358 s	8.0 MB	8.0 MB	3.0 kB
708	yismailuofa 	7.590 s	1.104 s	6.114 s	0.000 s	0.371 s	8.0 MB	8.0 MB	1.0 kB
709	MatthewKanemy 	7.590 s	0.906 s	6.273 s	0.000 s	0.411 s	8.0 MB	8.0 MB	3.0 kB
710	alvarosoares 	7.590 s	1.239 s	5.977 s	0.000 s	0.374 s	8.0 MB	8.0 MB	3.0 kB
711	krsalmi 	7.591 s	0.786 s	6.679 s	0.000 s	0.126 s	8.0 MB	8.0 MB	3.0 kB
712	RA9 	7.591 s	0.908 s	6.321 s	0.000 s	0.362 s	8.0 MB	8.0 MB	3.0 kB
713	Meowsuke 	7.592 s	0.960 s	6.066 s	0.210 s	0.356 s	8.0 MB	8.0 MB	3.0 kB
714	MustafaAmer-1 	7.592 s	1.433 s	5.830 s	0.000 s	0.329 s	8.0 MB	8.0 MB	3.0 kB
715	hgiacha 	7.598 s	1.161 s	6.060 s	0.000 s	0.377 s	8.0 MB	8.0 MB	2.9 kB
716	dilanfd 	7.598 s	1.247 s	5.992 s	0.000 s	0.359 s	8.0 MB	8.0 MB	3.0 kB
717	Wolfiranna 	7.599 s	0.905 s	6.347 s	0.000 s	0.347 s	8.0 MB	8.0 MB	3.1 kB
718	abpucsek 	7.599 s	1.081 s	6.136 s	0.000 s	0.383 s	8.0 MB	8.0 MB	3.0 kB
719	pra2017 	7.602 s	1.325 s	5.896 s	0.000 s	0.381 s	8.0 MB	8.0 MB	3.0 kB
720	tintran1995 	7.603 s	0.799 s	6.379 s	0.000 s	0.425 s	8.0 MB	8.0 MB	3.0 kB
721	10mihir 	7.603 s	1.231 s	5.979 s	0.000 s	0.393 s	8.0 MB	8.0 MB	3.0 kB
722	bdelpiero 	7.604 s	1.041 s	6.203 s	0.000 s	0.360 s	8.0 MB	8.0 MB	2.9 kB
723	belima 	7.604 s	0.841 s	6.398 s	0.000 s	0.365 s	8.0 MB	8.0 MB	3.0 kB
724	tomsvo22 	7.604 s	0.911 s	6.338 s	0.000 s	0.355 s	8.0 MB	8.0 MB	3.0 kB
725	Imranr2 	7.605 s	1.313 s	5.937 s	0.000 s	0.355 s	8.0 MB	8.0 MB	3.0 kB
726	LeoW03 	7.606 s	1.170 s	6.086 s	0.000 s	0.350 s	8.0 MB	8.0 MB	3.0 kB
727	thucnhu 	7.606 s	1.211 s	5.975 s	0.000 s	0.420 s	8.0 MB	8.0 MB	3.0 kB
728	OSSaimum 	7.607 s	0.882 s	6.348 s	0.000 s	0.377 s	8.0 MB	8.0 MB	3.0 kB
729	LautaroMelchiori 	7.608 s	1.054 s	6.190 s	0.000 s	0.364 s	8.0 MB	8.0 MB	3.0 kB
730	Zufriedenheit 	7.609 s	1.432 s	5.797 s	0.000 s	0.379 s	8.0 MB	8.0 MB	3.0 kB
731	Tijani-Dia 	7.609 s	1.272 s	5.926 s	0.000 s	0.410 s	8.0 MB	8.0 MB	3.0 kB
732	LeonorTeles 	7.609 s	0.942 s	6.266 s	0.000 s	0.401 s	8.0 MB	8.0 MB	3.0 kB
733	cewaphi 	7.610 s	1.024 s	6.232 s	0.000 s	0.353 s	8.0 MB	8.0 MB	3.0 kB
734	danielamlins 	7.610 s	1.339 s	5.817 s	0.000 s	0.454 s	8.0 MB	8.0 MB	1.0 kB
735	paragonusaxis 	7.610 s	1.032 s	6.199 s	0.000 s	0.380 s	8.0 MB	8.0 MB	3.0 kB
736	kzthekhan 	7.612 s	1.357 s	5.902 s	0.000 s	0.353 s	8.0 MB	8.0 MB	3.0 kB
737	myearsarealight 	7.612 s	0.836 s	6.382 s	0.000 s	0.395 s	8.0 MB	8.0 MB	3.0 kB
738	Safaa993 	7.612 s	1.234 s	6.000 s	0.000 s	0.379 s	8.0 MB	8.0 MB	3.0 kB
739	NG005 	7.613 s	1.029 s	6.256 s	0.000 s	0.328 s	8.0 MB	8.0 MB	3.0 kB
740	ruizdesotto 	7.614 s	1.175 s	6.046 s	0.000 s	0.394 s	8.0 MB	8.0 MB	3.0 kB
741	kyleroos 	7.616 s	0.893 s	6.359 s	0.000 s	0.363 s	8.0 MB	8.0 MB	3.0 kB
742	peeblesbrandon 	7.616 s	1.074 s	6.167 s	0.000 s	0.375 s	8.0 MB	8.0 MB	3.0 kB
743	esla-ahme 	7.616 s	1.109 s	6.119 s	0.000 s	0.388 s	8.0 MB	8.0 MB	3.2 kB
744	Adam40705 	7.617 s	0.855 s	6.459 s	0.000 s	0.303 s	2.3 MB	2.3 MB	2.9 kB
745	nshpritz 	7.617 s	1.239 s	5.957 s	0.000 s	0.421 s	8.0 MB	8.0 MB	3.0 kB
746	IvanovCM 	7.618 s	1.142 s	6.078 s	0.000 s	0.397 s	8.0 MB	8.0 MB	3.0 kB
747	oleksiyvavilo 	7.618 s	0.862 s	6.370 s	0.000 s	0.387 s	8.0 MB	8.0 MB	3.0 kB
748	gotRobot 	7.618 s	0.951 s	6.299 s	0.000 s	0.368 s	8.0 MB	8.0 MB	3.0 kB
749	alffm 	7.618 s	1.060 s	6.123 s	0.000 s	0.436 s	8.0 MB	8.0 MB	2.9 kB
750	emsemse 	7.618 s	1.408 s	5.732 s	0.000 s	0.479 s	8.0 MB	8.0 MB	3.0 kB
751	Tushar1729-k 	7.618 s	0.923 s	6.347 s	0.000 s	0.349 s	8.0 MB	8.0 MB	3.0 kB
752	kjedx 	7.619 s	1.429 s	5.818 s	0.000 s	0.372 s	8.0 MB	8.0 MB	3.0 kB
753	mirthunraj 	7.620 s	0.818 s	6.416 s	0.000 s	0.386 s	8.0 MB	8.0 MB	3.0 kB
754	BenjaminLevy 	7.621 s	1.177 s	6.079 s	0.000 s	0.365 s	8.0 MB	8.0 MB	3.0 kB
755	A-SAEED95 	7.621 s	1.320 s	5.962 s	0.000 s	0.339 s	8.0 MB	8.0 MB	3.0 kB
756	arthas1123 	7.621 s	1.037 s	6.183 s	0.000 s	0.401 s	8.0 MB	8.0 MB	3.0 kB
757	andresmadeddie 	7.622 s	0.849 s	6.379 s	0.000 s	0.394 s	8.0 MB	8.0 MB	3.0 kB
758	nottyStep 	7.623 s	1.360 s	5.885 s	0.000 s	0.377 s	8.0 MB	8.0 MB	3.1 kB
759	otanriverdi 	7.623 s	0.946 s	6.293 s	0.000 s	0.384 s	8.0 MB	8.0 MB	2.9 kB
760	Jeryesd23 	7.623 s	0.982 s	6.285 s	0.000 s	0.357 s	8.0 MB	8.0 MB	3.0 kB
761	PHolder-CS50 	7.624 s	0.999 s	6.255 s	0.000 s	0.370 s	8.0 MB	8.0 MB	1.1 kB
762	aplejandro 	7.625 s	0.929 s	6.282 s	0.000 s	0.413 s	8.0 MB	8.0 MB	3.0 kB
763	Fixy952 	7.627 s	0.997 s	6.264 s	0.000 s	0.366 s	8.0 MB	8.0 MB	3.0 kB
764	bekmuradov 	7.627 s	1.047 s	6.211 s	0.000 s	0.368 s	8.0 MB	8.0 MB	3.0 kB
765	ceryni5 	7.627 s	1.113 s	6.162 s	0.000 s	0.352 s	8.0 MB	8.0 MB	3.0 kB
766	akiorange 	7.628 s	1.018 s	6.242 s	0.000 s	0.367 s	8.0 MB	8.0 MB	2.9 kB
767	henrycfchan 	7.628 s	1.010 s	6.200 s	0.000 s	0.418 s	8.0 MB	8.0 MB	3.0 kB
768	shao4321 	7.628 s	0.895 s	6.351 s	0.000 s	0.382 s	8.0 MB	8.0 MB	3.0 kB
769	konvpalt0 	7.629 s	1.390 s	5.811 s	0.000 s	0.428 s	8.0 MB	8.0 MB	3.0 kB
770	Grimrath 	7.630 s	1.140 s	5.843 s	0.247 s	0.400 s	8.0 MB	8.0 MB	2.9 kB
771	DimitriDaSilva 	7.631 s	1.021 s	6.235 s	0.000 s	0.374 s	8.0 MB	8.0 MB	3.0 kB
772	BigYoSpeck 	7.631 s	1.364 s	5.870 s	0.000 s	0.397 s	8.0 MB	8.0 MB	2.9 kB
773	Jazhyc 	7.632 s	0.969 s	6.268 s	0.000 s	0.395 s	8.0 MB	8.0 MB	3.0 kB
774	dale-wahl 	7.632 s	0.814 s	6.426 s	0.000 s	0.392 s	8.0 MB	8.0 MB	3.0 kB
775	shubham5996 	7.632 s	1.121 s	6.143 s	0.000 s	0.368 s	8.0 MB	8.0 MB	1.0 kB
776	paulnijmeijer 	7.632 s	0.891 s	6.405 s	0.000 s	0.336 s	8.0 MB	8.0 MB	3.0 kB
777	emilioemoran 	7.632 s	0.901 s	6.219 s	0.148 s	0.365 s	8.0 MB	8.0 MB	2.9 kB
778	Mansib99 	7.633 s	0.809 s	6.418 s	0.000 s	0.405 s	8.0 MB	8.0 MB	3.0 kB
779	kshyl 	7.634 s	0.842 s	6.402 s	0.000 s	0.390 s	8.0 MB	8.0 MB	2.9 kB
780	harshitpatel78 	7.635 s	0.730 s	6.550 s	0.000 s	0.355 s	8.0 MB	8.0 MB	3.0 kB
781	colineckert 	7.635 s	1.089 s	6.176 s	0.000 s	0.370 s	8.0 MB	8.0 MB	3.0 kB
782	JackBiofryd 	7.638 s	0.923 s	6.300 s	0.000 s	0.414 s	8.0 MB	8.0 MB	3.0 kB
783	sivayogasubramanian 	7.639 s	0.907 s	6.363 s	0.000 s	0.369 s	8.0 MB	8.0 MB	3.0 kB
784	jcechavarri 	7.639 s	1.175 s	6.006 s	0.000 s	0.458 s	8.0 MB	8.0 MB	3.0 kB
785	davide-butera 	7.639 s	1.040 s	6.214 s	0.000 s	0.385 s	8.0 MB	8.0 MB	3.0 kB
786	alpatricio10 	7.643 s	1.165 s	6.083 s	0.000 s	0.395 s	8.0 MB	8.0 MB	3.0 kB
787	jbejjani2022 	7.644 s	1.049 s	6.237 s	0.000 s	0.357 s	8.0 MB	8.0 MB	3.0 kB
788	korawichni 	7.644 s	1.207 s	6.039 s	0.000 s	0.398 s	8.2 MB	8.0 MB	202.6 kB
789	nicomontaldi 	7.644 s	1.512 s	5.745 s	0.000 s	0.387 s	8.0 MB	8.0 MB	3.0 kB
790	CelalKincross 	7.644 s	0.970 s	6.298 s	0.000 s	0.376 s	8.0 MB	8.0 MB	3.0 kB
791	Iy-Wey 	7.645 s	1.330 s	5.928 s	0.000 s	0.388 s	8.0 MB	8.0 MB	3.0 kB
792	paulourena 	7.645 s	1.312 s	5.977 s	0.000 s	0.356 s	8.0 MB	8.0 MB	3.0 kB
793	ameretor 	7.645 s	1.006 s	6.280 s	0.000 s	0.360 s	8.0 MB	8.0 MB	3.0 kB
794	ihvg 	7.648 s	0.824 s	6.479 s	0.000 s	0.344 s	8.0 MB	8.0 MB	3.0 kB
795	sdjbass 	7.648 s	1.040 s	6.216 s	0.000 s	0.392 s	8.0 MB	8.0 MB	3.0 kB
796	ardaibis 	7.649 s	0.991 s	6.274 s	0.000 s	0.383 s	8.0 MB	8.0 MB	3.0 kB
797	lucabic10 	7.649 s	0.837 s	6.416 s	0.000 s	0.396 s	8.0 MB	8.0 MB	3.0 kB
798	sgtconman 	7.652 s	0.947 s	6.351 s	0.000 s	0.353 s	8.0 MB	8.0 MB	3.0 kB
799	himmelyou 	7.652 s	1.075 s	6.069 s	0.144 s	0.364 s	8.0 MB	8.0 MB	960 Bytes
800	KinoranaUPSB 	7.652 s	1.498 s	5.754 s	0.000 s	0.401 s	8.0 MB	8.0 MB	1.1 kB
801	pe-varga 	7.653 s	0.928 s	6.315 s	0.000 s	0.410 s	8.0 MB	8.0 MB	2.9 kB
802	shunny2005 	7.653 s	0.883 s	6.314 s	0.000 s	0.456 s	8.0 MB	8.0 MB	3.0 kB
803	TalesGarden 	7.653 s	1.322 s	5.961 s	0.000 s	0.370 s	8.0 MB	8.0 MB	3.0 kB
804	rtrt1 	7.654 s	1.038 s	6.257 s	0.000 s	0.359 s	8.0 MB	8.0 MB	2.9 kB
805	yehyazakareya 	7.654 s	0.814 s	6.460 s	0.000 s	0.380 s	8.0 MB	8.0 MB	2.9 kB
806	mzameda 	7.655 s	0.885 s	6.384 s	0.000 s	0.386 s	8.0 MB	8.0 MB	3.0 kB
807	harsh-1409 	7.655 s	0.994 s	6.297 s	0.000 s	0.364 s	8.0 MB	8.0 MB	3.0 kB
808	TotoroSyd 	7.656 s	0.939 s	6.357 s	0.000 s	0.360 s	8.0 MB	8.0 MB	3.0 kB
809	irinabernardes 	7.656 s	0.840 s	6.429 s	0.000 s	0.387 s	8.0 MB	8.0 MB	3.0 kB
810	mateosalles 	7.656 s	0.873 s	6.348 s	0.000 s	0.436 s	8.0 MB	8.0 MB	2.9 kB
811	AnthonyLaw 	7.657 s	0.888 s	6.384 s	0.000 s	0.385 s	8.0 MB	8.0 MB	2.9 kB
812	gieffe23 	7.658 s	1.084 s	6.181 s	0.000 s	0.393 s	8.0 MB	8.0 MB	3.0 kB
813	TinaLim 	7.658 s	1.021 s	6.260 s	0.000 s	0.377 s	8.0 MB	8.0 MB	3.0 kB
814	achen632 	7.659 s	0.725 s	6.505 s	0.000 s	0.429 s	8.0 MB	8.0 MB	1.0 kB
815	jralberto 	7.659 s	0.940 s	6.317 s	0.000 s	0.402 s	8.0 MB	8.0 MB	3.0 kB
816	eyoa 	7.659 s	1.355 s	5.946 s	0.000 s	0.359 s	8.0 MB	8.0 MB	3.0 kB
817	aliceao 	7.660 s	0.978 s	6.315 s	0.000 s	0.367 s	8.0 MB	8.0 MB	3.0 kB
818	augri 	7.661 s	1.015 s	6.238 s	0.000 s	0.408 s	8.0 MB	8.0 MB	3.0 kB
819	owainbrowne 	7.661 s	1.350 s	5.874 s	0.000 s	0.438 s	8.0 MB	8.0 MB	3.0 kB
820	viptheonlyone 	7.661 s	1.424 s	5.794 s	0.000 s	0.443 s	8.0 MB	8.0 MB	3.0 kB
821	Samyuth 	7.662 s	0.798 s	6.373 s	0.000 s	0.490 s	8.0 MB	8.0 MB	2.9 kB
822	ArcheryPineapple 	7.663 s	1.168 s	6.116 s	0.000 s	0.378 s	8.0 MB	8.0 MB	976 Bytes
823	armanulhaq 	7.663 s	1.121 s	6.141 s	0.000 s	0.402 s	8.0 MB	8.0 MB	3.0 kB
824	hurricanescout 	7.663 s	1.124 s	6.153 s	0.000 s	0.386 s	8.0 MB	8.0 MB	3.0 kB
825	jincrypt 	7.664 s	0.864 s	6.441 s	0.000 s	0.359 s	8.0 MB	8.0 MB	2.9 kB
826	wo-von 	7.664 s	1.476 s	5.726 s	0.000 s	0.463 s	8.0 MB	8.0 MB	2.9 kB
827	tgrober 	7.666 s	0.856 s	6.430 s	0.000 s	0.379 s	8.0 MB	8.0 MB	3.0 kB
828	jaume-cl 	7.666 s	0.980 s	6.260 s	0.000 s	0.425 s	8.0 MB	8.0 MB	1.1 kB
829	ivanlewin 	7.666 s	0.784 s	6.351 s	0.000 s	0.531 s	8.0 MB	8.0 MB	3.0 kB
830	myggzz 	7.666 s	1.352 s	5.947 s	0.000 s	0.368 s	8.0 MB	8.0 MB	3.0 kB
831	schu97 	7.667 s	1.454 s	5.834 s	0.000 s	0.379 s	8.0 MB	8.0 MB	2.9 kB
832	emodula 	7.667 s	0.860 s	6.431 s	0.000 s	0.376 s	8.0 MB	8.0 MB	3.0 kB
833	aznx2oa 	7.669 s	0.833 s	6.456 s	0.000 s	0.379 s	8.0 MB	8.0 MB	3.0 kB
834	AbbyDaisy 	7.669 s	1.173 s	6.113 s	0.000 s	0.382 s	8.0 MB	8.0 MB	3.2 kB
835	sajeeb007 	7.669 s	1.031 s	6.214 s	0.000 s	0.425 s	8.0 MB	8.0 MB	2.9 kB
836	harristom 	7.670 s	1.417 s	5.911 s	0.000 s	0.341 s	8.0 MB	8.0 MB	3.0 kB
837	sbrg95 	7.670 s	0.994 s	6.139 s	0.000 s	0.537 s	8.0 MB	8.0 MB	3.0 kB
838	condk 	7.670 s	1.167 s	6.111 s	0.000 s	0.392 s	8.0 MB	8.0 MB	3.0 kB
839	mitchell-tesch 	7.670 s	0.921 s	6.361 s	0.000 s	0.388 s	8.0 MB	8.0 MB	3.0 kB
840	jchao01 	7.671 s	0.946 s	6.341 s	0.000 s	0.383 s	8.0 MB	8.0 MB	3.0 kB
841	Eng-Kogo 	7.671 s	0.993 s	6.287 s	0.000 s	0.391 s	8.0 MB	8.0 MB	3.0 kB
842	twsm000 	7.672 s	1.135 s	6.064 s	0.000 s	0.473 s	5.1 MB	5.1 MB	1.1 kB
843	dmharrington03 	7.673 s	1.140 s	6.152 s	0.000 s	0.381 s	8.0 MB	8.0 MB	2.9 kB
844	Yaroslav-Alexeev 	7.673 s	1.267 s	6.021 s	0.000 s	0.386 s	8.0 MB	8.0 MB	3.0 kB
845	Robitis 	7.675 s	0.800 s	6.426 s	0.000 s	0.450 s	9.4 MB	9.4 MB	976 Bytes
846	derek2019abdd 	7.676 s	0.925 s	6.378 s	0.000 s	0.374 s	8.0 MB	8.0 MB	3.0 kB
847	HeerP 	7.676 s	1.196 s	6.078 s	0.000 s	0.403 s	8.0 MB	8.0 MB	3.0 kB
848	jradhima 	7.677 s	1.310 s	5.945 s	0.000 s	0.423 s	8.0 MB	8.0 MB	3.0 kB
849	xDarkfenix 	7.678 s	1.236 s	6.082 s	0.000 s	0.359 s	8.0 MB	8.0 MB	3.0 kB
850	KingRox 	7.678 s	0.847 s	6.476 s	0.000 s	0.355 s	8.0 MB	8.0 MB	3.0 kB
851	SfkAhmt 	7.678 s	0.928 s	6.387 s	0.000 s	0.363 s	8.0 MB	8.0 MB	1.1 kB
852	pud3ll 	7.678 s	0.863 s	6.434 s	0.000 s	0.382 s	8.0 MB	8.0 MB	3.0 kB
853	simbr80 	7.679 s	1.318 s	5.990 s	0.000 s	0.371 s	8.0 MB	8.0 MB	3.0 kB
854	dlloyd09 Staff 	7.680 s	0.826 s	6.382 s	0.000 s	0.472 s	8.0 MB	8.0 MB	2.9 kB
855	parelkobra 	7.680 s	1.157 s	6.115 s	0.000 s	0.409 s	8.0 MB	8.0 MB	3.0 kB
856	RussellCraxford 	7.681 s	0.910 s	6.345 s	0.000 s	0.425 s	8.0 MB	8.0 MB	3.0 kB
857	TUC01108 	7.682 s	1.033 s	6.279 s	0.000 s	0.370 s	8.0 MB	8.0 MB	3.0 kB
858	KJK-Nice 	7.684 s	1.059 s	6.265 s	0.000 s	0.360 s	8.0 MB	8.0 MB	3.0 kB
859	MaximumBeings 	7.685 s	1.324 s	6.008 s	0.000 s	0.353 s	8.0 MB	8.0 MB	3.0 kB
860	AlexTheTrooper 	7.685 s	0.878 s	6.434 s	0.000 s	0.373 s	8.0 MB	8.0 MB	3.0 kB
861	xplosiv365 	7.685 s	0.882 s	6.428 s	0.000 s	0.376 s	8.0 MB	8.0 MB	3.0 kB
862	mohamed-mordy 	7.686 s	0.956 s	6.411 s	0.000 s	0.319 s	3.7 MB	3.7 MB	3.0 kB
863	j-bunk 	7.687 s	0.979 s	6.345 s	0.000 s	0.362 s	8.0 MB	8.0 MB	2.9 kB
864	antongavrilenkov 	7.687 s	0.799 s	6.471 s	0.000 s	0.417 s	8.0 MB	8.0 MB	1.0 kB
865	ruszmate33 	7.688 s	1.304 s	6.023 s	0.000 s	0.361 s	8.0 MB	8.0 MB	2.9 kB
866	Cerpint4xt 	7.689 s	0.820 s	6.496 s	0.000 s	0.374 s	8.0 MB	8.0 MB	3.0 kB
867	LukeBlunden 	7.689 s	1.085 s	6.217 s	0.000 s	0.387 s	8.0 MB	8.0 MB	3.0 kB
868	fronesis47 	7.691 s	0.893 s	6.453 s	0.000 s	0.345 s	8.0 MB	8.0 MB	3.0 kB
869	sankharocks21 	7.693 s	0.853 s	6.283 s	0.150 s	0.407 s	8.0 MB	8.0 MB	3.0 kB
870	noureldinali 	7.693 s	0.927 s	6.368 s	0.000 s	0.398 s	8.0 MB	8.0 MB	3.0 kB
871	jontmy 	7.694 s	0.850 s	6.505 s	0.000 s	0.339 s	8.0 MB	8.0 MB	3.0 kB
872	jingjie88 	7.695 s	1.226 s	6.089 s	0.000 s	0.380 s	8.0 MB	8.0 MB	2.9 kB
873	ycc20 	7.695 s	1.261 s	6.049 s	0.000 s	0.385 s	8.0 MB	8.0 MB	2.9 kB
874	kvthr 	7.696 s	0.969 s	6.342 s	0.000 s	0.385 s	8.0 MB	8.0 MB	3.0 kB
875	Chang-Chia-Chi 	7.696 s	1.302 s	6.027 s	0.000 s	0.367 s	8.0 MB	8.0 MB	3.0 kB
876	kennygu8 	7.697 s	0.795 s	6.465 s	0.000 s	0.437 s	8.0 MB	8.0 MB	2.9 kB
877	CaptainClaw1997 	7.697 s	0.954 s	6.383 s	0.000 s	0.360 s	8.0 MB	8.0 MB	3.0 kB
878	4dr1an0 	7.699 s	1.087 s	6.217 s	0.000 s	0.396 s	8.0 MB	8.0 MB	3.0 kB
879	percinb 	7.699 s	1.214 s	6.135 s	0.000 s	0.350 s	8.0 MB	8.0 MB	3.0 kB
880	hn-117 	7.699 s	1.314 s	5.999 s	0.000 s	0.386 s	8.0 MB	8.0 MB	3.0 kB
881	kneckehexan 	7.699 s	0.783 s	6.497 s	0.000 s	0.420 s	8.0 MB	8.0 MB	3.0 kB
882	nilueps 	7.700 s	0.965 s	6.357 s	0.000 s	0.377 s	8.0 MB	8.0 MB	1.1 kB
883	ConnorO1 	7.700 s	0.787 s	6.523 s	0.000 s	0.390 s	8.0 MB	8.0 MB	3.0 kB
884	lazy-void 	7.701 s	1.005 s	6.302 s	0.000 s	0.394 s	8.0 MB	8.0 MB	3.0 kB
885	Clock-Speed 	7.701 s	1.049 s	6.255 s	0.000 s	0.398 s	8.0 MB	8.0 MB	3.0 kB
886	coldfusion-programming 	7.702 s	1.449 s	5.785 s	0.000 s	0.467 s	8.0 MB	8.0 MB	3.0 kB
887	EliasB8 	7.702 s	1.126 s	6.175 s	0.000 s	0.401 s	8.0 MB	8.0 MB	3.0 kB
888	michalspiegel 	7.702 s	1.496 s	5.801 s	0.000 s	0.405 s	9.2 MB	9.2 MB	3.0 kB
889	bjr413 	7.703 s	1.268 s	6.069 s	0.000 s	0.366 s	8.0 MB	8.0 MB	3.0 kB
890	flurryfury0104 	7.703 s	1.132 s	6.194 s	0.000 s	0.377 s	8.0 MB	8.0 MB	3.0 kB
891	NavarroEmilioLuis 	7.703 s	0.859 s	6.443 s	0.000 s	0.402 s	8.0 MB	8.0 MB	3.0 kB
892	santiagoras 	7.704 s	1.073 s	6.156 s	0.000 s	0.475 s	8.0 MB	8.0 MB	2.9 kB
893	MarcusXavierr 	7.704 s	1.097 s	6.197 s	0.000 s	0.410 s	8.0 MB	8.0 MB	3.0 kB
894	csabsen 	7.704 s	1.335 s	5.937 s	0.000 s	0.432 s	8.0 MB	8.0 MB	3.0 kB
895	edwardryann 	7.704 s	1.053 s	6.267 s	0.000 s	0.385 s	8.0 MB	8.0 MB	3.0 kB
896	HawksSpawn 	7.705 s	0.942 s	6.359 s	0.000 s	0.404 s	8.0 MB	8.0 MB	3.0 kB
897	toomanyducks 	7.705 s	0.859 s	6.253 s	0.176 s	0.417 s	8.0 MB	8.0 MB	3.0 kB
898	peterghrong 	7.706 s	0.925 s	6.386 s	0.000 s	0.394 s	8.0 MB	8.0 MB	3.0 kB
899	planningstuffandthings 	7.707 s	0.854 s	6.454 s	0.000 s	0.399 s	8.0 MB	8.0 MB	3.0 kB
900	Kerman07 	7.708 s	0.875 s	6.426 s	0.000 s	0.406 s	8.0 MB	8.0 MB	3.0 kB
901	JacobCGade 	7.709 s	1.015 s	6.365 s	0.000 s	0.328 s	8.0 MB	8.0 MB	3.0 kB
902	uditijeloka 	7.709 s	1.009 s	6.297 s	0.000 s	0.403 s	8.0 MB	8.0 MB	3.0 kB
903	dadafros 	7.709 s	0.784 s	6.548 s	0.000 s	0.377 s	9.4 MB	9.4 MB	1.1 kB
904	LustfulDemon 	7.710 s	1.437 s	5.810 s	0.000 s	0.463 s	8.0 MB	8.0 MB	3.0 kB
905	louky123 	7.712 s	1.267 s	6.010 s	0.000 s	0.434 s	8.0 MB	8.0 MB	3.0 kB
